,id,name,comics.available,series.available,stories.available,events.available
96,1011139,Cammi,4,3,4,1
97,1009219,Cannonball,292,80,323,12
98,1011276,Cap'n Oz,0,0,0,0
99,1009220,Captain America,2425,688,3591,31
0,1010914,Captain America (House of M),3,3,2,1
1,1017295,Captain America (LEGO Marvel Super Heroes),0,0,0,0
2,1017327,Captain America (Marvel War of Heroes),0,0,0,0
3,1017575,Captain America (Sam Wilson),67,27,68,2
4,1010913,Captain America (Ultimate),75,31,89,0
5,1017105,Captain America/Steve Rogers (MAA),0,0,0,0
6,1009223,Captain Britain,178,55,242,8
7,1017856,Captain Britain (Betsy Braddock),31,2,31,0
8,1010915,Captain Britain (Ultimate),3,1,4,0
9,1011190,Captain Cross,0,0,0,0
10,1011196,Captain Flint,0,0,0,0
11,1010338,Captain Marvel (Carol Danvers),556,190,655,16
12,1011096,Captain Marvel (Genis-Vell),62,5,90,1
13,1009224,Captain Marvel (Mar-Vell),199,74,292,6
14,1011095,Captain Marvel (Monica Rambeau),36,15,36,1
15,1011097,Captain Marvel (Phyla-Vell),15,3,23,0
16,1011355,Captain Midlands,0,0,0,0
17,1009225,Captain Stacy,10,4,8,0
18,1011027,Captain Universe,24,13,30,2
19,1011052,Cardiac,10,4,10,1
20,1010143,Caretaker,4,2,4,1
21,1009226,Cargill,1,1,1,0
22,1011258,Carlie Cooper,69,3,93,1
23,1009688,Carmella Unuscione,11,3,11,1
24,1009227,Carnage,148,74,159,2
25,1010916,Carnage (Ultimate),7,3,9,0
26,1009261,Carol Danvers,31,15,33,3
27,1009344,Carol Hines,0,0,0,0
28,1011937,Carrion (Malcolm McBride),2,2,2,0
29,1009478,Cassandra Nova,13,8,10,0
30,1009230,Catseye,1,1,1,0
31,1009536,Cecilia Reyes,21,8,24,2
32,1010813,Celestials,26,14,29,2
33,1011039,Centennial,12,1,24,0
34,1011140,Centurions,0,0,0,0
35,1009231,Cerebro,7,4,8,1
36,1011141,Cerise,2,1,2,0
37,1009232,Ch'od,39,14,34,2
38,1009233,Chamber,53,18,53,1
39,1009234,Chameleon,43,21,46,2
40,1010756,Champions,44,25,47,1
41,1011015,Changeling,0,0,0,0
42,1009733,Charles Xavier,86,40,95,4
43,1011331,Charlie Campion,0,0,0,0
44,1012019,Charlie-27,31,2,52,0
45,1010754,Chase Stein,16,8,15,1
46,1011359,Chat,0,0,0,0
47,1009237,Chimera,6,2,9,0
48,1011411,Chores MacGillicudy,1,1,1,0
49,1011187,Christian Walker,2,2,3,0
50,1009238,Chronomancer,3,1,4,0
51,1012065,Chthon,4,2,4,1
52,1011270,ClanDestine,20,5,37,0
53,1009239,Clea,104,30,127,2
54,1014999,Clea (Ultimate),2,2,1,0
55,1010809,Clint Barton,34,8,38,1
56,1009241,Cloak,123,52,130,6
57,1010823,Cloud 9,20,4,22,4
58,1011286,Cobalt Man,4,3,6,0
59,1010676,Colleen Wing,87,23,93,3
60,1010798,Colonel America,0,0,0,0
61,1009243,Colossus,696,167,853,27
62,1010917,Colossus (Ultimate),64,15,110,0
63,1011410,Confederates of the Curious,1,1,1,0
64,1009245,Constrictor,34,11,37,5
65,1011407,Contessa (Vera Vidal),1,1,1,0
66,1010346,Controller,7,3,9,0
67,1009246,Cornelius,0,0,0,0
68,1009247,Corsair,29,16,22,0
69,1011353,Cosmo (dog),8,7,8,1
70,1011362,Cottonmouth,2,2,2,0
71,1009249,Count Nefaria,30,17,31,0
72,1009250,Countess,1,1,1,0
73,1011272,Crimson Crusader,0,0,0,0
74,1009251,Crimson Dynamo,40,25,42,1
75,1017323,Crimson Dynamo (Iron Man 3 - The Official Game),0,0,0,0
76,1011169,Crimson King,0,0,0,0
77,1009252,Crossbones,46,23,61,2
78,1009253,Crule,7,3,8,0
79,1009254,Crusher Hogan,3,3,3,0
80,1014991,Crusher Hogan (Ultimate),4,3,2,0
81,1009255,Crystal,121,53,136,8
82,1011268,Cuckoo,1,1,2,0
83,1009244,Curt Conners,18,8,16,2
84,1011174,Cuthbert,0,0,0,0
85,1009256,Cyber,21,7,23,0
86,1009257,Cyclops,981,286,1098,29
87,1010918,Cyclops (Ultimate),67,16,120,0
88,1017473,Cyclops (X-Men: Battle of the Atom),0,0,0,0
89,1011385,Cypher,25,6,32,2
90,1011050,D'Ken Neramani,2,2,1,0
91,1009258,Dagger,124,51,143,6
92,1010774,Daily Bugle,3,3,4,1
93,1010719,Daimon Hellstrom,56,25,61,3
94,1011001,Daken,113,31,120,1
95,1011333,Dakota North,20,6,21,1
96,1009259,Damage Control,18,7,18,0
97,1009453,Dani Moonstar,68,20,87,6
98,1010776,Danny Rand,1,1,1,0
99,1009262,Daredevil,1206,302,1911,17
0,1017292,Daredevil (LEGO Marvel Super Heroes),0,0,0,0
1,1017312,Daredevil (Marvel Heroes),0,0,0,0
2,1010919,Daredevil (Ultimate),22,10,27,0
3,1011306,Dargo Ktor,1,1,1,0
4,1011367,Dark Avengers,79,22,109,2
5,1010907,Dark Beast,10,5,10,2
6,1009265,Dark Phoenix,21,15,21,1
7,1011387,Dark X-Men,10,3,17,1
8,1011020,Darkhawk,56,18,58,2
9,1009266,Darkstar,24,16,19,1
10,1011016,Darwin,12,2,13,0
11,1009267,Dazzler,206,69,272,11
12,1010920,Dazzler (Ultimate),16,3,28,0
13,1010341,Deacon Frost,1,1,1,0
14,1011087,Dead Girl,9,5,9,0
15,1009268,Deadpool,867,242,1095,15
16,1017316,Deadpool (Deadpool),0,0,0,0
17,1017336,Deadpool (LEGO Marvel Super Heroes),0,0,0,0
18,1017474,Deadpool (X-Men: Battle of the Atom),0,0,0,0
19,1009269,Death,28,18,30,2
20,1009270,Deathbird,36,12,40,3
21,1011037,Deathcry,8,4,7,3
22,1010890,Deathlok,102,33,113,3
23,1014997,Deathstrike (Ultimate),1,1,1,0
24,1009713,Debra Whitman,1,1,1,0
25,1010717,Debrii,9,3,15,2
26,1011188,Deena Pilgrim,3,2,4,0
27,1011023,Defenders,213,42,278,3
28,1011071,Demogoblin,5,3,5,1
29,1009271,Destiny,45,22,45,4
30,1009272,Detective Soap,3,1,3,0
31,1011107,Deviants,8,6,10,0
32,1017583,Devil Dinosaur (Devil Dinosaur),84,32,88,2
33,1017102,Devil Dinosaur (HAS),0,0,0,0
34,1011142,Devos,4,2,7,1
35,1011260,Dexter Bennett,3,1,4,0
36,1009273,Diablo,28,17,35,0
37,1009274,Diamondback (Rachel Leighton),54,10,61,3
38,1011040,Dinah Soar,3,2,3,0
39,1010997,Dirk Anger,0,0,0,0
40,1009275,Doc Samson,110,30,139,0
41,1009281,Doctor Doom,458,220,535,13
42,1011103,Doctor Doom (Ultimate),12,7,14,0
43,1011206,Doctor Faustus,9,5,14,0
44,1009276,Doctor Octopus,168,63,181,4
45,1010921,Doctor Octopus (Ultimate),15,5,15,0
46,1010689,Doctor Spectrum,21,8,24,0
47,1009282,Doctor Strange,887,301,1120,22
48,1011358,Doctor Strange (Ultimate),11,7,11,0
49,1011500,Doctor Voodoo,46,19,53,2
50,1011235,Dog Brother #1,9,2,10,1
51,1009277,Domino,280,73,322,10
52,1010330,Donald Blake,15,7,23,0
53,1009278,Doomsday Man,3,2,3,0
54,1009279,Doop,39,12,52,1
55,1010879,Doorman,5,3,5,0
56,1017835,Dora Milaje,33,21,35,0
57,1011195,Dorian Gray,0,0,0,0
58,1009280,Dormammu,52,26,58,1
59,1014992,Dormammu (Ultimate),3,3,3,0
60,1017300,Dr. Strange (Marvel: Avengers Alliance),0,0,0,0
61,1010677,Dracula,113,44,136,1
62,1011247,Dragon Lord,3,3,3,0
63,1009283,Dragon Man,37,20,45,2
64,1010735,Drax,78,42,80,3
65,1010368,Dreadnoughts,5,3,9,0
66,1015007,Dreaming Celestial,3,3,3,0
67,1011322,Druig,4,1,4,0
68,1009284,Dum Dum Dugan,67,24,84,3
69,1009285,Dust,21,10,22,0
70,1009286,Earthquake,7,6,3,0
71,1010785,Echo,42,20,45,1
72,1010787,Eddie Brock,203,80,202,1
73,1009396,Eddie Lau,0,0,0,0
74,1010999,"Edward ""Ted"" Forrester",0,0,1,0
75,1011072,Edwin Jarvis,106,32,111,5
76,1011060,Ego,16,14,17,1
77,1009287,Electro,86,41,97,2
78,1010922,Electro (Ultimate),7,5,5,0
79,1009288,Elektra,227,66,308,9
80,1010923,Elektra (Ultimate),11,4,14,0
81,1010355,Elements of Doom,1,1,1,0
82,1009290,Elite,1,1,1,0
83,1011082,Elixir,26,7,34,1
84,1011122,Elloe Kaifi,3,1,3,0
85,1010701,Elsa Bloodstone,44,19,46,2
86,1009310,Emma Frost,421,139,472,17
87,1009291,Empath,30,8,30,0
88,1009292,Emplate,10,5,9,1
89,1010671,Enchantress (Amora),26,11,38,2
90,1011432,Enchantress (Sylvie Lushton),2,2,2,0
91,1011313,Ender Wiggin,5,2,5,0
92,1010445,Energizer,10,4,17,0
93,1011065,Epoch,0,0,0,0
94,1009293,Erik the Red,6,4,6,0
95,1010807,Eternals,90,31,129,1
96,1011061,Eternity,20,13,23,1
97,1010771,Excalibur,218,33,314,5
98,1012378,Executioner (Skurge),4,4,4,2
99,1009294,Exiles,146,26,215,2
0,1009295,Exodus,26,20,31,3
1,1009296,Expediter,0,0,0,0
2,1011199,Ezekiel,8,3,8,0
3,1011317,Ezekiel Stane,17,3,24,0
4,1009248,Fabian Cortez,6,3,6,0
5,1009297,Falcon,200,73,234,7
6,1017110,Falcon/Sam Wilson (MAA),0,0,0,0
7,1011143,Fallen One,0,0,0,0
8,1009298,Famine,15,3,15,1
9,1009299,Fantastic Four,1477,409,2340,24
10,1011013,Fantastic Four (Ultimate),99,28,116,0
11,1011111,Fantastick Four,1,1,1,0
12,1009301,Fantomex,63,17,71,4
13,1011233,Fat Cobra,16,6,21,1
14,1009335,Felicia Hardy,3,2,4,1
15,1009302,Fenris,6,5,5,0
16,1011213,Feral,6,4,6,1
17,1009303,Fin Fang Foom,29,18,33,2
18,1010868,Firebird,35,12,32,2
19,1009304,Firebrand,7,4,13,0
20,1014987,Firedrake,0,0,0,0
21,1009305,Firelord,43,24,49,2
22,1009306,Firestar,110,46,130,6
23,1011222,Firestar (Ultimate),5,4,6,0
24,1010880,Fixer (Paul Norbert Ebersol),7,4,7,0
25,1010863,Flatman,5,3,5,0
26,1010333,Flying Dutchman,0,0,0,0
27,1009470,Foggy Nelson,90,34,122,3
28,1009307,Force Works,28,4,28,1
29,1009308,Forearm,22,9,21,0
30,1009309,Forge,156,48,175,9
31,1014993,Forge (Ultimate),3,1,5,0
32,1011177,Forgotten One,2,2,2,2
33,1009229,Frank Castle,24,10,28,2
34,1011356,Frankenstein's Monster,27,7,36,1
35,1009539,Franklin Richards,166,54,220,8
36,1010980,Franklin Storm,6,4,10,0
37,1011240,Freak,6,2,9,0
38,1012478,Frenzy,9,5,9,1
39,1010799,Frightful Four,19,8,28,0
40,1011389,Frog Thor,22,7,26,0
41,1010670,Frog-Man,2,2,3,1
42,1009377,Gabe Jones,0,0,0,0
43,1009312,Galactus,234,110,259,9
44,1011384,Galia,0,0,0,0
45,1009313,Gambit,496,126,624,14
46,1011201,Gamma Corps,0,0,0,0
47,1010763,Gamora,70,32,74,5
48,1017324,Gamora (Marvel War of Heroes),0,0,0,0
49,1010832,Gargoyle,16,6,17,1
50,1012512,Gargoyle (Isaac Christians),14,2,27,0
51,1012513,Gargoyle (Yuri Topolov),1,1,1,0
52,1011380,Garia,0,0,0,0
53,1009383,Garrison Kane,19,10,19,0
54,1009315,Gateway,29,12,27,3
55,1009316,Gauntlet (Joseph Green),29,8,36,5
56,1011248,Geiger,0,0,0,0
57,1009556,Gene Sailors,0,0,0,0
58,1011285,Generation X,102,12,107,1
59,1009317,Genesis,16,3,16,1
60,1011098,Genis-Vell,4,2,4,0
61,1014974,George Stacy (Ultimate),9,6,4,0
62,1010749,Gertrude Yorkes,14,5,13,1
63,1010925,Ghost Rider (Daniel Ketch),79,23,86,1
64,1009318,Ghost Rider (Johnny Blaze),304,83,423,6
65,1017329,Ghost Rider (Marvel War of Heroes),0,0,0,0
66,1017833,Ghost Rider (Robbie Reyes),31,16,33,0
67,1011221,Giant Girl,2,1,2,0
68,1009320,Giant Man,58,23,61,3
69,1010720,Giant-dok,0,0,0,0
70,1010926,Giant-Man (Ultimate),20,10,22,0
71,1011055,Gideon,22,11,24,1
72,1012571,Gilgamesh,12,3,13,1
73,1014982,Git Hoskins,0,0,0,0
74,1009321,Gladiator (Kallark),83,43,77,3
75,1011256,Gladiator (Melvin Potter),9,6,14,0
76,1009645,Glenn Talbot,7,3,11,0
77,1011144,Glorian,11,2,19,1
78,1009322,Goblin Queen,9,7,9,1
79,1011374,Golden Guardian,0,0,0,0
80,1010927,Goliath (Bill Foster),28,12,29,2
81,1009324,Gorgon,62,34,69,5
82,1012610,Gorgon (Inhumans),16,10,18,2
83,1010731,Gorilla Man,19,8,21,2
84,1011076,Grandmaster,11,10,11,0
85,1012623,Graviton,12,6,15,2
86,1010702,Gravity,35,12,38,4
87,1011041,Great Lakes Avengers,12,4,13,0
88,1014985,Green Goblin (Barry Norman Osborn),12,1,12,0
89,1010928,Green Goblin (Harry Osborn),11,3,11,2
90,1011435,Green Goblin (Norman Osborn),69,33,68,3
91,1010929,Green Goblin (Ultimate),2,2,2,0
92,1009326,Gressill,0,0,0,0
93,1011420,Grey Gargoyle,28,22,36,3
94,1011292,Greymalkin,0,0,0,0
95,1009328,Grim Reaper,33,18,32,1
96,1010743,Groot,38,17,41,2
97,1009330,Guardian,36,19,39,2
98,1011299,Guardians of the Galaxy,351,99,388,9
99,1009331,Guardsmen,0,0,0,0
0,1010709,Gunslinger,0,0,0,0
1,1009207,GW Bridge,22,3,21,3
2,1009619,Gwen Stacy,81,31,76,1
3,1014994,Gwen Stacy (Ultimate),27,8,28,0
4,1011400,H.A.M.M.E.R.,8,5,11,1
5,1009332,H.E.R.B.I.E.,1,1,1,0
6,1011391,Hairball,8,2,12,0
7,1009333,Half-Life (Tony Masterson),1,1,2,0
8,1009334,Hammerhead,30,17,33,0
9,1014995,Hammerhead (Ultimate),5,4,5,0
10,1011490,Hank Pym,241,90,333,8
11,1011091,Hannibal King,2,1,2,0
12,1009348,Happy Hogan,18,4,32,0
13,1010821,Hardball,17,3,20,5
14,1011185,Harley Davidson Cooper,0,0,0,0
15,1009336,Harpoon,13,5,12,3
16,1011069,Harrier,0,0,0,0
17,1009339,Harry Heck,0,0,0,0
18,1009486,Harry Osborn,98,23,123,4
19,1011218,Harry Osborn (Ultimate),10,6,7,0
20,1010816,Hate-Monger (Adolf Hitler),3,3,4,0
21,1009337,Havok,352,97,397,14
22,1009338,Hawkeye,649,213,705,19
23,1010808,Hawkeye (Kate Bishop),97,38,95,3
24,1017311,Hawkeye (Marvel Heroes),0,0,0,0
25,1011131,Hawkeye (Ultimate),30,14,39,0
26,1017108,Hawkeye/Clint Barton (MAA),0,0,0,0
27,1012767,Hecate (Ravonna Renslayer),11,5,10,0
28,1011046,Hedge Knight,1,1,1,0
29,1011482,Hela,62,30,75,5
30,1010351,Hellcat (Patsy Walker),110,39,111,1
31,1009340,Hellfire Club,32,21,28,0
32,1014996,Hellfire Club (Ultimate),2,1,4,0
33,1010678,Hellion,28,13,31,2
34,1011044,Hellions (Squad),7,4,10,0
35,1009341,Hemingway,1,1,2,0
36,1011371,Henry Peter Gyrich,14,6,15,2
37,1009342,Hepzibah,38,13,35,2
38,1009343,Hercules,305,110,348,12
39,1010759,Heroes For Hire,84,11,94,3
40,1011274,Hex,0,0,0,0
41,1011300,High Evolutionary,38,28,42,2
42,1010839,Hindsight Lad,0,0,0,0
43,1010703,Hiroim,4,2,4,1
44,1011442,Hit-Monkey,23,8,32,1
45,1009345,Hitman,4,3,4,0
46,1011383,Hitomi Sakuma,0,0,0,0
47,1010930,Hobgoblin (Jason Macendale),9,4,9,1
48,1010931,Hobgoblin (Robin Borne),3,1,6,0
49,1009347,Hobgoblin (Roderick Kingsley),38,20,37,2
50,1009349,Holocaust (Age of Apocalypse),31,17,29,2
51,1009350,Holy,0,0,0,0
52,1017844,Honey Badger (Gabrielle Kinney),50,8,50,0
53,1011428,Hope Summers,100,22,136,6
54,1009557,Howard Saint,0,0,0,0
55,1010373,Howard The Duck,109,33,223,1
56,1009351,Hulk,1721,505,2611,26
57,1017098,Hulk (HAS),1,1,1,0
58,1017333,Hulk (LEGO Marvel Super Heroes),0,0,0,0
59,1011118,Hulk (Marvel Zombies),8,3,9,0
60,1017303,Hulk (Marvel: Avengers Alliance),0,0,0,0
61,1011005,Hulk (Ultimate),27,16,30,0
62,1010721,Hulk-dok,0,0,0,0
63,1017107,Hulk/Bruce Banner (MAA),0,0,0,0
64,1009355,Hulkling,42,24,41,3
65,1010343,Human Cannonball,2,1,2,0
66,1011415,Human Fly (Richard Deacon),0,0,0,0
67,1010722,Human Robot,12,6,12,2
68,1009356,Human Torch,1176,278,1850,20
69,1010932,Human Torch (Jim Hammond),55,25,51,1
70,1011102,Human Torch (Ultimate),55,22,68,0
71,1010675,Humbug,5,3,5,1
72,1009357,Husk,40,17,50,3
73,1009358,Hussar,8,5,5,1
74,1009359,Hydra,146,74,151,3
75,1009360,Hydro-Man,18,9,25,1
76,1009361,Hyperion (Earth-712),35,22,38,0
77,1011246,Hypno-Hustler,3,2,4,0
78,1009362,Iceman,587,168,678,22
79,1010933,Iceman (Ultimate),68,20,117,0
80,1017475,Iceman (X-Men: Battle of the Atom),0,0,0,0
81,1011077,Ikaris,15,4,17,0
82,1010758,Illuminati,16,8,15,1
83,1009529,Ilyana Rasputin,1,1,2,0
84,1012923,Immortus,21,6,27,1
85,1011273,Imp,0,0,0,0
86,1011089,Imperfects,0,0,0,0
87,1009363,Imperial Guard,17,11,19,2
88,1009364,Impossible Man,24,19,31,1
89,1011063,In-Betweener,4,4,3,0
90,1011064,Inertia,3,3,3,0
91,1011146,Infant Terrible,0,0,0,0
92,1009365,Inhumans,246,111,276,12
93,1011293,Ink,2,2,2,0
94,1011024,Invaders,93,22,155,0
95,1009366,Invisible Woman,730,175,960,20
96,1017301,Invisible Woman (Marvel: Avengers Alliance),0,0,0,0
97,1010934,Invisible Woman (Ultimate),52,19,70,0
98,1011379,Iron Cross Army,0,0,0,0
99,1011318,Iron Fist (Bei Bang-Wen),6,3,10,0
0,1009367,Iron Fist (Danny Rand),397,114,454,11
1,1010888,Iron Fist (Orson Randall),14,6,14,0
2,1011413,Iron Fist (Quan Yaozu),1,1,1,0
3,1016839,Iron Fist (USM),0,0,0,0
4,1011412,Iron Fist (Wu Ao-Shi),2,1,3,0
5,1010704,Iron Lad,17,6,16,0
6,1009368,Iron Man,2631,648,3958,31
7,1017320,Iron Man (Iron Man 3 - The Official Game),0,0,0,0
8,1017294,Iron Man (LEGO Marvel Super Heroes),0,0,0,0
9,1017310,Iron Man (Marvel Heroes),0,0,0,0
10,1017326,Iron Man (Marvel War of Heroes),0,0,0,0
11,1010935,Iron Man (Ultimate),76,28,92,0
12,1017104,Iron Man/Tony Stark (MAA),0,0,0,0
13,1009371,Iron Monger,0,0,0,0
14,1009487,Iron Patriot,6,5,7,3
15,1009538,Iron Patriot (James Rhodes),76,28,100,4
16,1010844,Ironclad,0,0,0,0
17,1017831,Ironheart (Riri Williams),87,29,88,1
18,1011876,Isaiah Bradley,8,2,7,0
19,1009372,J. Jonah Jameson,279,78,306,13
20,1010736,Jack Flag,0,0,0,0
21,1010786,Jack Murdock,8,5,9,0
22,1010766,Jack O' Lantern,9,7,9,2
23,1011251,Jack Power,6,3,6,0
24,1011288,Jackal,43,21,50,2
25,1011259,Jackpot,7,4,10,0
26,1010775,James Buchanan Barnes,3,3,3,0
27,1010777,James Howlett,3,2,3,0
28,1011343,Jamie Braddock,16,6,14,2
29,1010329,Jane Foster,84,40,95,0
30,1010878,"Janus, the Nega-Man",1,1,2,0
31,1009597,Jasper Sitwell,23,8,32,0
32,1011344,Jazinda,0,0,0,0
33,1009327,Jean Grey,224,104,242,13
34,1009496,Jean Grey,59,23,58,0
35,1010946,Jean Grey (Ultimate),78,19,138,0
36,1009604,Jennifer Smith,0,0,0,0
37,1011404,Jeryn Hogarth,19,5,20,0
38,1010667,Jessica Drew,13,5,14,1
39,1009378,Jessica Jones,163,55,179,9
40,1009373,Jetstream,1,1,1,0
41,1009374,Jigsaw,21,8,22,0
42,1011105,Jimmy Woo,15,7,18,2
43,1009375,Joan the Mouse,0,0,0,0
44,1009376,Jocasta,73,13,76,6
45,1011171,John Farson,0,0,0,0
46,1010812,John Jameson,10,6,9,0
47,1009500,John Porter,0,0,0,0
48,1009721,John Wraith,5,2,9,0
49,1009196,Johnny Blaze,4,4,4,0
50,1009630,Johnny Storm,27,15,40,3
51,1009380,Joseph,37,9,44,1
52,1010938,Joshua Kane,0,0,0,0
53,1010937,Josiah X,7,1,7,0
54,1011033,Joystick,5,5,5,1
55,1009381,Jubilee,257,63,292,10
56,1010936,Jubilee (Age of Apocalypse),3,1,3,1
57,1009382,Juggernaut,203,88,231,9
58,1010772,Jule Carpenter,0,0,0,0
59,1010679,Julian Keller,6,3,8,0
60,1011314,Junta,7,1,7,0
61,1010760,Justice,75,18,94,7
62,1011310,Justin Hammer,8,4,10,0
63,1011081,Ka-Zar,159,47,176,1
64,1011193,Kabuki,11,1,11,0
65,1009384,Kang,136,59,161,3
66,1014983,Karen O'Malley,0,0,0,0
67,1011357,Karen Page,33,14,45,0
68,1011386,Karma,58,15,74,2
69,1009385,Karnak,103,48,114,8
70,1010752,Karolina Dean ,12,10,11,0
71,1010783,Kat Farrell,11,7,8,1
72,1010810,Kate Bishop,15,8,15,2
73,1011250,Katie Power,11,5,15,0
74,1011319,Ken Ellis,6,3,6,0
75,1009386,Khan,0,0,0,0
76,1010893,Kid Colt,14,6,17,0
77,1011397,Killer Shrike,4,4,3,0
78,1011289,Killmonger,26,9,26,0
79,1011116,Killraven,38,8,104,0
80,1009388,King Bedlam,2,1,2,0
81,1010842,King Cobra,5,5,5,0
82,1009389,Kingpin,268,101,314,7
83,1011308,Kinsey Walden,0,0,0,0
84,1009508,Kitty Pryde,355,128,372,14
85,1017476,Kitty Pryde (X-Men: Battle of the Atom),0,0,0,0
86,1009390,Klaw,47,28,51,1
87,1010818,Komodo (Melati Kusuma),20,2,24,4
88,1011147,Korath,5,3,5,1
89,1011080,Korg,18,3,17,2
90,1011312,Korvac,15,9,17,0
91,1013133,Krakoa,23,6,23,1
92,1009391,Kraven the Hunter,75,41,86,1
93,1011148,Kree,24,17,26,1
94,1015017,Krista Starr,0,0,0,0
95,1011178,Kronos,0,0,0,0
96,1011029,Kulan Gath,5,3,5,0
97,1013163,Kwannon,1,1,1,0
98,1011058,Kylun,0,0,0,0
99,1009392,La Nuit,2,2,2,0
0,1011327,Lady Bullseye,33,8,38,2
1,1009393,Lady Deathstrike,93,34,97,2
2,1011014,Lady Mastermind,3,1,5,0
3,1014977,Lady Ursula,0,0,0,0
4,1014976,Lady Vermin,0,0,0,0
5,1009394,Lake,0,0,0,0
6,1009395,Landau,0,0,0,0
7,1009397,Lava-Man,1,1,1,0
8,1011100,Layla Miller,41,4,42,3
9,1009398,Leader,49,16,68,2
10,1011092,Leech,4,2,4,2
11,1009399,Legion,97,33,107,5
12,1011403,"Lei Kung, The Thunderer",7,2,9,0
13,1009166,Lenny Balinger,0,0,0,0
14,1011186,Leo (Zodiac),0,0,0,0
15,1010340,Leopardon,0,0,0,0
16,1011375,Leper Queen,1,1,1,0
17,1014988,Lester,0,0,0,0
18,1011421,Lethal Legion,12,8,9,1
19,1010977,Lieutenant Marcus Stone,1,1,1,0
20,1009401,Lifeguard,4,1,8,0
21,1011408,Lightning Lords of Nepal,1,1,1,0
22,1010450,Lightspeed,37,9,44,2
23,1009236,Lila Cheney,8,7,7,0
24,1009402,Lilandra,114,41,104,5
25,1011074,Lilith,6,5,11,0
26,1011257,Lily Hollister,9,1,12,1
27,1010337,Lionheart,8,3,7,0
28,1011444,Living Laser,24,15,28,1
29,1010854,Living Lightning,21,9,21,0
30,1011036,Living Mummy,9,5,9,0
31,1011059,Living Tribunal,6,5,5,0
32,1009403,Liz Osborn,12,7,10,2
33,1009404,Lizard,93,34,104,3
34,1010939,Lizard (Ultimate),2,2,2,0
35,1011414,Loa,6,3,11,1
36,1009405,Lockheed,66,24,69,4
37,1009406,Lockjaw,82,46,94,3
38,1010363,Logan,31,13,30,0
39,1009407,Loki,410,165,480,9
40,1017299,Loki (LEGO Marvel Super Heroes),0,0,0,0
41,1010768,Loners,6,1,6,0
42,1009408,Longshot,86,26,105,5
43,1010940,Longshot (Ultimate),4,1,7,0
44,1011145,Lord Hawal,1,1,1,1
45,1014980,Lord Tyger,0,0,0,0
46,1011283,Lords of Avalon,0,0,2,0
47,1009260,Lorna Dane,8,5,5,0
48,1009409,Luckman,0,0,0,0
49,1011405,Lucky Pierre,1,1,1,0
50,1010751,Lucy in the Sky,0,0,0,0
51,1009215,Luke Cage,396,137,415,15
52,1011200,Luminals,0,0,0,0
53,1017854,Luna Snow (Luna Snow),14,7,15,0
54,1010896,Lyja,28,5,54,0
55,1011068,M (Monet St. Croix),41,9,46,2
56,1011004,M.O.D.A.M.,5,3,7,0
57,1011320,M.O.D.O.G.,2,2,1,0
58,1010726,M.O.D.O.K.,51,29,62,2
59,1017321,M.O.D.O.K. (Iron Man 3 - The Official Game),0,0,0,0
60,1009418,Ma Gnuci,2,1,2,0
61,1009314,Mac Gargan,0,0,0,0
62,1010851,Mach IV,8,4,14,1
63,1010805,Machine Man,94,27,116,1
64,1009411,Mad Thinker,34,21,34,0
65,1009412,Madame Hydra,16,11,18,0
66,1010352,Madame Masque,33,16,38,3
67,1010796,Madame Web (Julia Carpenter),1,1,1,0
68,1010724,Maddog,1,1,1,0
69,1009509,Madelyne Pryor,21,9,24,4
70,1011205,Madripoor,1,1,1,0
71,1009413,Madrox,93,14,98,3
72,1011053,Maelstrom,4,3,4,0
73,1011328,Maestro,28,9,28,0
74,1010867,Magdalene,7,3,9,1
75,1009414,Maggott,28,6,37,0
76,1010942,Magik (Amanda Sefton),2,2,2,2
77,1009415,Magik (Illyana Rasputin),115,44,131,8
78,1011135,Maginty,0,0,0,0
79,1009416,Magma (Amara Aquilla),63,24,71,5
80,1009417,Magneto,469,169,507,21
81,1010944,Magneto (Age of Apocalypse),9,5,10,1
82,1010945,Magneto (House of M),10,7,8,1
83,1010943,Magneto (Ultimate),36,10,51,0
84,1017477,Magneto (X-Men: Battle of the Atom),0,0,0,0
85,1010904,Magus (Adam Warlock),17,9,21,3
86,1011364,Magus (Technarch),4,2,4,0
87,1011085,Major Mapleleaf,0,0,0,0
88,1010725,Makkari,18,7,18,0
89,1009242,Malcolm Colcord,9,1,10,0
90,1013479,Malekith,17,15,18,0
91,1011229,Malice (Earth-161),0,0,0,0
92,1009420,Man-Thing,150,54,185,2
93,1010811,Man-Wolf,29,15,28,0
94,1009421,Mandarin,80,29,102,1
95,1011243,Mandrill,1,1,1,1
96,1009422,Mandroid,2,2,1,0
97,1009423,Manta,9,7,5,1
98,1011026,Mantis,52,15,58,4
99,1009424,Marauders,22,15,25,2
0,1015018,Marcus Van Sciver,0,0,0,0
1,1011335,Maria Hill,100,29,121,8
2,1009735,Mariko Yashida,19,12,19,1
3,1009425,Marrow,84,24,105,1
4,1011173,Marten Broadcloak,0,0,0,0
5,1011263,Martin Li,0,0,0,0
6,1011350,Marvel Apes,9,2,13,0
7,1009427,Marvel Boy,50,24,89,4
8,1011002,Marvel Zombies,31,11,43,0
9,1011417,Marvex,1,1,3,0
10,1009708,Mary Jane Watson,414,89,452,9
11,1010993,Mary Jane Watson (House of M),2,1,1,0
12,1011203,Mary Jane Watson (Ultimate),45,16,36,0
